rok;nr_okr;nr_k;komitet;kandydat;glosy;procent_okr;procent_lista;plec;wynik
2005;1;1;Centrum;KRÓL Zbigniew;245;0.09;27.50;M;N
2005;1;2;Centrum;SKOCZEK Sławomir;83;0.03;9.32;M;N
2005;1;3;Centrum;DROBNIK Wojciech Edward;47;0.02;5.27;M;N
2005;1;4;Centrum;WOJCIECHOWSKI Jan;124;0.04;13.92;M;N
2005;1;5;Centrum;PORADA Bolesław;41;0.01;4.60;M;N
2005;1;6;Centrum;HAŁATEK Jędrzej Witold;30;0.01;3.37;M;N
2005;1;7;Centrum;OCHOCKI Tomasz Dominik;89;0.03;9.99;M;N
2005;1;8;Centrum;SZNELER Zdzisław;24;0.01;2.69;M;N
2005;1;9;Centrum;LESZCZYŃSKI Krzysztof;52;0.02;5.84;M;N
2005;1;10;Centrum;BARYLAK Marek Waldemar;43;0.02;4.83;M;N
2005;1;11;Centrum;KOSIOREK Maria;27;0.01;3.03;K;N
2005;1;12;Centrum;POSPIESZYŃSKA Ewa;23;0.01;2.58;K;N
2005;1;13;Centrum;RYBAK Janusz;38;0.01;4.26;M;N
2005;1;14;Centrum;MADERA Medard;25;0.01;2.81;M;N
2005;1;1;DemokraciPL;BORYS Piotr;4189;1.48;35.00;M;N
2005;1;2;DemokraciPL;CZEKAŃSKA-SMYKALLA Bożena;1956;0.69;16.34;K;N
2005;1;3;DemokraciPL;COŁOKIDZI Jan;2227;0.79;18.61;M;N
2005;1;4;DemokraciPL;PLUCIŃSKI Radosław Artur;227;0.08;1.90;M;N
2005;1;5;DemokraciPL;BARCIK Krystyna;387;0.14;3.23;K;N
2005;1;6;DemokraciPL;KABAT Ryszard Stanisław;263;0.09;2.20;M;N
2005;1;7;DemokraciPL;ZALEWSKI Zbigniew;336;0.12;2.81;M;N
2005;1;8;DemokraciPL;WYSOCKI Andrzej Jan;152;0.05;1.27;M;N
2005;1;9;DemokraciPL;ŻARCZYŃSKI Adam Tomasz;104;0.04;0.87;M;N
2005;1;10;DemokraciPL;BUSZEWICZ Krzysztof Michał;341;0.12;2.85;M;N
2005;1;11;DemokraciPL;POLAK Władysław Tadeusz;265;0.09;2.21;M;N
2005;1;12;DemokraciPL;KŁÓSEK Ernest Arkadiusz;96;0.03;0.80;M;N
2005;1;13;DemokraciPL;KOŃCZAK Adam Tadeusz;71;0.03;0.59;M;N
2005;1;14;DemokraciPL;PILECKA-LALEWICZ Marta Monika;80;0.03;0.67;K;N
2005;1;15;DemokraciPL;BUGANIK Tomasz Jakub;48;0.02;0.40;M;N
2005;1;16;DemokraciPL;RĘBISZ Jerzy Waldemar;45;0.02;0.38;M;N
2005;1;17;DemokraciPL;KROCZAK Leszek Antoni;101;0.04;0.84;M;N
2005;1;18;DemokraciPL;PISKORZ Robert Ernest;164;0.06;1.37;M;N
2005;1;19;DemokraciPL;MACHAJ Urszula;915;0.32;7.65;K;N
2005;1;1;DomO;GÓRSKI Józef Bogdan;173;0.06;12.62;M;N
2005;1;2;DomO;OSTROWSKI Stanisław Jerzy;114;0.04;8.32;M;N
2005;1;3;DomO;RUDZIŃSKI Andrzej Stanisław;252;0.09;18.38;M;N
2005;1;4;DomO;ŚWIRSKI Zbigniew Józef;198;0.07;14.44;M;N
2005;1;5;DomO;WYSOCKI Leszek;41;0.01;2.99;M;N
2005;1;6;DomO;SZCZEPAŃSKI Adam;26;0.01;1.90;M;N
2005;1;7;DomO;KASPROWICZ-PLUTA Renata Zofia;52;0.02;3.79;K;N
2005;1;8;DomO;WYSOCZAŃSKI Michał;45;0.02;3.28;M;N
2005;1;9;DomO;CZARNECKI Roman Julian;54;0.02;3.94;M;N
2005;1;10;DomO;ZIELIŃSKA Wanda;84;0.03;6.13;K;N
2005;1;11;DomO;PULST Genowefa Barbara;70;0.02;5.11;K;N
2005;1;12;DomO;PEREC Marian;21;0.01;1.53;M;N
2005;1;13;DomO;KONTOR Krystyna Maria;32;0.01;2.33;K;N
2005;1;14;DomO;SEMP-MUSIAŁ Janina;9;0.00;0.66;K;N
2005;1;15;DomO;MARUSIAK Edward;50;0.02;3.65;M;N
2005;1;16;DomO;DWOJAK Mirosław Józef;13;0.00;0.95;M;N
2005;1;17;DomO;ZIÓŁKOWSKI Piotr Stanisław;31;0.01;2.26;M;N
2005;1;18;DomO;PŁOTEK Waldemar;8;0.00;0.58;M;N
2005;1;19;DomO;TENCZA Ewa;34;0.01;2.48;K;N
2005;1;20;DomO;CHMIELEWSKA Kazimiera Halina;20;0.01;1.46;K;N
2005;1;21;DomO;NIEDŹWIECKI Grzegorz;44;0.02;3.21;M;N
2005;1;1;JKM;WOŹNIAK Stanisław Aleksander;1816;0.64;38.69;M;N
2005;1;2;JKM;LIBER Jerzy Jan;454;0.16;9.67;M;N
2005;1;3;JKM;MOSKAL Małgorzata;542;0.19;11.55;K;N
2005;1;4;JKM;TOMASIEWICZ Izabela;306;0.11;6.52;K;N
2005;1;5;JKM;KAMIŃSKI Łukasz Piotr;278;0.10;5.92;M;N
2005;1;6;JKM;SZLENDAK Antoni Zygmunt;130;0.05;2.77;M;N
2005;1;7;JKM;KOJDER Stanisław;232;0.08;4.94;M;N
2005;1;8;JKM;POŁUDNIAK Andrzej Marian;139;0.05;2.96;M;N
2005;1;9;JKM;HERMAN Piotr Maksymilian;124;0.04;2.64;M;N
2005;1;10;JKM;BACA Henryk;296;0.10;6.31;M;N
2005;1;11;JKM;ELBL Tomasz Ryszard;81;0.03;1.73;M;N
2005;1;12;JKM;KUDYBA Maciej Jan;296;0.10;6.31;M;N
2005;1;1;LPR;ŚLUSARCZYK Piotr Jan;7863;2.78;40.22;M;T
2005;1;2;LPR;KUBIŃSKI Marcin Piotr;1184;0.42;6.06;M;N
2005;1;3;LPR;SZWIEC Bartłomiej Jan;420;0.15;2.15;M;N
2005;1;4;LPR;ROLA Tomasz Jacek;1640;0.58;8.39;M;N
2005;1;5;LPR;TELEGA Mirosław;626;0.22;3.20;M;N
2005;1;6;LPR;SKOROBOGATY Krzysztof;317;0.11;1.62;M;N
2005;1;7;LPR;ZIMIRSKI Wojciech Dominik;363;0.13;1.86;M;N
2005;1;8;LPR;BRZOZOWSKI Robert Mariusz;501;0.18;2.56;M;N
2005;1;9;LPR;WOŹNY Zbigniew Piotr;641;0.23;3.28;M;N
2005;1;10;LPR;LISIEWICZ Ryszard Mieczysław;351;0.12;1.80;M;N
2005;1;11;LPR;KOSTROWICKI Krystyn;327;0.12;1.67;M;N
2005;1;12;LPR;WIERZBICKI Adam Wiesław;1008;0.36;5.16;M;N
2005;1;13;LPR;NOWACZYK Mariusz Zygmunt;221;0.08;1.13;M;N
2005;1;14;LPR;OLIWA Kazimierz;763;0.27;3.90;M;N
2005;1;15;LPR;TARNOWSKI Jarosław Michał;259;0.09;1.32;M;N
2005;1;16;LPR;KOŁODZIEJ Marcin Tomasz;305;0.11;1.56;M;N
2005;1;17;LPR;KOPEĆ Kamil Szymon;535;0.19;2.74;M;N
2005;1;18;LPR;ZABŁOCKA Anna Monika;689;0.24;3.52;K;N
2005;1;19;LPR;MARKIEWICZ Natalia Barbara;422;0.15;2.16;K;N
2005;1;20;LPR;JACEWICZ Monika Magdalena;273;0.10;1.40;K;N
2005;1;21;LPR;SULOWSKA Barbara Grażyna;176;0.06;0.90;K;N
2005;1;22;LPR;TRYBULSKA Teresa;297;0.10;1.52;K;N
2005;1;23;LPR;ARDELLI Tomasz Krzysztof;96;0.03;0.49;M;N
2005;1;24;LPR;BLICHARSKI Jacek;271;0.10;1.39;M;N
2005;1;1;NOP;TYCZYNO Romana;102;0.04;17.06;K;N
2005;1;2;NOP;SAWICKI Jan;94;0.03;15.72;M;N
2005;1;3;NOP;JOŁTUCH Edward Marian;29;0.01;4.85;M;N
2005;1;4;NOP;TABISZ Bogusław Czesław;28;0.01;4.68;M;N
2005;1;5;NOP;DOLECKI Ryszard;41;0.01;6.86;M;N
2005;1;6;NOP;PAWLAK Marcin Tadeusz;123;0.04;20.57;M;N
2005;1;7;NOP;NEUWIEM Władysław;26;0.01;4.35;M;N
2005;1;8;NOP;POTRYKUS Piotr;20;0.01;3.34;M;N
2005;1;9;NOP;RATAJ Mariusz Józef;14;0.00;2.34;M;N
2005;1;10;NOP;JENDZA Stanisław;40;0.01;6.69;M;N
2005;1;11;NOP;MICHALSKI Grzegorz Kazimierz;33;0.01;5.52;M;N
2005;1;12;NOP;WANIEWSKI Stanisław;48;0.02;8.03;M;N
2005;1;1;PO;SCHETYNA Grzegorz Juliusz;14978;5.29;21.66;M;T
2005;1;2;PO;OBRĘBALSKI Marek Adam;7127;2.52;10.31;M;N
2005;1;3;PO;SAWICKA Beata Dorota;8764;3.09;12.68;K;T
2005;1;4;PO;PICHLA Wiesław;1864;0.66;2.70;M;N
2005;1;5;PO;PRZYBYLSKI Cezary Adam;4273;1.51;6.18;M;N
2005;1;6;PO;WOJNAROWSKI Norbert Ryszard;5031;1.78;7.28;M;N
2005;1;7;PO;BRODNIAK Roman;5228;1.85;7.56;M;N
2005;1;8;PO;URBANOWICZ-PRZYSIĘŻNA Elżbieta;2722;0.96;3.94;K;N
2005;1;9;PO;CYBULSKI Piotr;7332;2.59;10.60;M;T
2005;1;10;PO;KACZANOWSKI Krzysztof Józef;856;0.30;1.24;M;N
2005;1;11;PO;BARAŃSKI Mariusz Grzegorz;1405;0.50;2.03;M;N
2005;1;12;PO;JAWOR Małgorzata;2675;0.94;3.87;K;N
2005;1;13;PO;SKRZYDŁOWSKI Adam;477;0.17;0.69;M;N
2005;1;14;PO;GODLEWSKI Bogusław;479;0.17;0.69;M;N
2005;1;15;PO;DROZD Ewa;2326;0.82;3.36;K;N
2005;1;16;PO;BAŁAZY Krzysztof Tadeusz;476;0.17;0.69;M;N
2005;1;17;PO;MOROZ Albert Tadeusz;180;0.06;0.26;M;N
2005;1;18;PO;KRAŚNIAŃSKI Mieczysław Jan;346;0.12;0.50;M;N
2005;1;19;PO;SZCZEPANIAK Karol Korneliusz;735;0.26;1.06;M;N
2005;1;20;PO;DĄBROWSKI Jarosław Rafał;1864;0.66;2.70;M;N
2005;1;1;PPN;LAR Janusz Jerzy;246;0.09;26.91;M;N
2005;1;2;PPN;ZIĘBA Maria Stefania;185;0.07;20.24;K;N
2005;1;3;PPN;SKONIECKI Jerzy;41;0.01;4.49;M;N
2005;1;4;PPN;GOŁĘBIEWSKI Rafał Paweł;62;0.02;6.78;M;N
2005;1;5;PPN;ZAUSTOWICZ Roman Robert;33;0.01;3.61;M;N
2005;1;6;PPN;NIEŚPIELAK Edward Stanisław;25;0.01;2.74;M;N
2005;1;7;PPN;ŚLIWA Izabela Katarzyna;65;0.02;7.11;K;N
2005;1;8;PPN;KANIUK Kazimierz Zdzisław;25;0.01;2.74;M;N
2005;1;9;PPN;KITA Henryk;37;0.01;4.05;M;N
2005;1;10;PPN;POGONOWSKA-SZADKOWSKA Ewa;33;0.01;3.61;K;N
2005;1;11;PPN;JACEK Marzena;23;0.01;2.52;K;N
2005;1;12;PPN;KUŻDŻAŁ Tomasz Stanisław;14;0.00;1.53;M;N
2005;1;13;PPN;LOREK-ART Elżbieta;30;0.01;3.28;K;N
2005;1;14;PPN;MACHOWIAK-MANIAK Iwona;22;0.01;2.41;K;N
2005;1;15;PPN;ADAMSKI Zygmunt;36;0.01;3.94;M;N
2005;1;16;PPN;MAZUR Roman Tomasz;26;0.01;2.84;M;N
2005;1;17;PPN;BENIUK Adam Kazimierz;11;0.00;1.20;M;N
2005;1;1;PPP;SKASSA Krystyna;387;0.14;18.41;K;N
2005;1;2;PPP;SZYMAŃSKI Jan Wojciech;217;0.08;10.32;M;N
2005;1;3;PPP;LEŚ Jan;105;0.04;5.00;M;N
2005;1;4;PPP;LICKIEWICZ Krzysztof Bogdan;500;0.18;23.79;M;N
2005;1;5;PPP;PAWLAK-WOLANIN Agnieszka Anna;190;0.07;9.04;K;N
2005;1;6;PPP;FILUSZ Zbigniew Zygmunt;43;0.02;2.05;M;N
2005;1;7;PPP;KARAWAN Jerzy;109;0.04;5.19;M;N
2005;1;8;PPP;KOZIARZ Marian Władysław;119;0.04;5.66;M;N
2005;1;9;PPP;ZYCHOWICZ Henryk Stanisław;51;0.02;2.43;M;N
2005;1;10;PPP;CZUBSKI Antoni;47;0.02;2.24;M;N
2005;1;11;PPP;ANDRZEJEWSKI Mariusz;67;0.02;3.19;M;N
2005;1;12;PPP;KASPEREK Damian Jacek;40;0.01;1.90;M;N
2005;1;13;PPP;PAWLUS Mariusz Maciej;50;0.02;2.38;M;N
2005;1;14;PPP;DUŻY Grażyna Stefania;50;0.02;2.38;K;N
2005;1;15;PPP;TUREK Marek Roman;63;0.02;3.00;M;N
2005;1;16;PPP;KEMONA Grzegorz;16;0.01;0.76;M;N
2005;1;17;PPP;TYRALIK Michał;48;0.02;2.28;M;N
2005;1;1;PSL;SAMBORSKI Tadeusz;4781;1.69;43.83;M;N
2005;1;2;PSL;GUCWIŃSKI Antoni;1317;0.46;12.07;M;N
2005;1;3;PSL;RAK Zofia;1186;0.42;10.87;K;N
2005;1;4;PSL;TOKARCZUK Stanisław;400;0.14;3.67;M;N
2005;1;5;PSL;GOŁĘBIOWSKA Wanda Józefa;542;0.19;4.97;K;N
2005;1;6;PSL;SKOWRON Zbigniew;142;0.05;1.30;M;N
2005;1;7;PSL;CICHURA Jacek;227;0.08;2.08;M;N
2005;1;8;PSL;SMOLIŃSKI Wojciech Bartłomiej;244;0.09;2.24;M;N
2005;1;9;PSL;JUREK Zbigniew Maciej;108;0.04;0.99;M;N
2005;1;10;PSL;BURTNY Kazimierz;391;0.14;3.58;M;N
2005;1;11;PSL;JAKUBOWICZ Justyna;282;0.10;2.59;K;N
2005;1;12;PSL;ZAJKO-MINKIEWICZ Krystyna;147;0.05;1.35;K;N
2005;1;13;PSL;CHRZANOWSKA Mariola Renata;174;0.06;1.60;K;N
2005;1;14;PSL;PERŁAKOWSKA Stanisława;119;0.04;1.09;K;N
2005;1;15;PSL;PAŹDZIOR Adam;161;0.06;1.48;M;N
2005;1;16;PSL;GOTOWAŁA Zbigniew;245;0.09;2.25;M;N
2005;1;17;PSL;ZIEMBIKIEWICZ Beata Jolanta;51;0.02;0.47;K;N
2005;1;18;PSL;PŁACZEK Ryszard;47;0.02;0.43;M;N
2005;1;19;PSL;NIEMIEC Andrzej;65;0.02;0.60;M;N
2005;1;20;PSL;JĘDRZEJCZAK Grzegorz Jan;165;0.06;1.51;M;N
2005;1;21;PSL;WALCZYK Włodzimierz Ryszard;115;0.04;1.05;M;N
2005;1;1;Patriotyczny;BARTNICKI Adam;919;0.32;35.79;M;N
2005;1;2;Patriotyczny;WOLSKI Władysław Adam;468;0.17;18.22;M;N
2005;1;3;Patriotyczny;TOMASZEK Jan Mieczysław;227;0.08;8.84;M;N
2005;1;4;Patriotyczny;FABROWSKI Lech;70;0.02;2.73;M;N
2005;1;5;Patriotyczny;SŁOWICKI Wojciech Stefan;286;0.10;11.14;M;N
2005;1;6;Patriotyczny;KASZEWSKI Jacek;91;0.03;3.54;M;N
2005;1;7;Patriotyczny;CHOJNACKI Grzegorz;89;0.03;3.47;M;N
2005;1;8;Patriotyczny;KOWALCZYK Elżbieta Teresa;152;0.05;5.92;K;N
2005;1;9;Patriotyczny;KADYS Bartłomiej;20;0.01;0.78;M;N
2005;1;10;Patriotyczny;BALKOWSKA Grażyna Teresa;56;0.02;2.18;K;N
2005;1;11;Patriotyczny;PUKŁO Agata Zofia;28;0.01;1.09;K;N
2005;1;12;Patriotyczny;NIECHAJOWICZ Helena;30;0.01;1.17;K;N
2005;1;13;Patriotyczny;LESZCZYK Eugeniusz;41;0.01;1.60;M;N
2005;1;14;Patriotyczny;NATUSIEWICZ Marek Andrzej;91;0.03;3.54;M;N
2005;1;1;PiS;LIPIŃSKI Adam Józef;17857;6.30;25.46;M;T
2005;1;2;PiS;WITEK Elżbieta Barbara;7476;2.64;10.66;K;T
2005;1;3;PiS;MACHAŁEK Marzena Anna;4361;1.54;6.22;K;N
2005;1;4;PiS;ZUBOWSKI Jan Kazimierz;5813;2.05;8.29;M;T
2005;1;5;PiS;MADZIARCZYK Tadeusz Józef;8068;2.85;11.50;M;T
2005;1;6;PiS;ŁOJEK Ireneusz Waldemar;1980;0.70;2.82;M;N
2005;1;7;PiS;BIAŁY Wacław;3193;1.13;4.55;M;N
2005;1;8;PiS;JASIŃSKI Henryk;1877;0.66;2.68;M;N
2005;1;9;PiS;LICA Wojciech;988;0.35;1.41;M;N
2005;1;10;PiS;MACKIEWICZ Artur;1981;0.70;2.82;M;N
2005;1;11;PiS;KULCZYCKI Roman Marian;2001;0.71;2.85;M;N
2005;1;12;PiS;CZEKAJŁO Andrzej;2248;0.79;3.20;M;N
2005;1;13;PiS;SZYMAŃSKA Ewa Zofia;3300;1.17;4.70;K;N
2005;1;14;PiS;ZABRZAŃSKI Józef Wojciech;916;0.32;1.31;M;N
2005;1;15;PiS;BARTMAN Leszek Witold;498;0.18;0.71;M;N
2005;1;16;PiS;ZEMBIK Wojciech Bolesław;1430;0.50;2.04;M;N
2005;1;17;PiS;JANKA Konrad Rafał;341;0.12;0.49;M;N
2005;1;18;PiS;KARWAN Jacek;1183;0.42;1.69;M;N
2005;1;19;PiS;ALBER Beata Joanna;616;0.22;0.88;K;N
2005;1;20;PiS;SKÓRA Krzysztof Ryszard;881;0.31;1.26;M;N
2005;1;21;PiS;NOWICKI Krzysztof;781;0.28;1.11;M;N
2005;1;22;PiS;SKOCZEK Bożena;1006;0.36;1.43;K;N
2005;1;23;PiS;NAJDA Ryszard;385;0.14;0.55;M;N
2005;1;24;PiS;LESZCZYK Wojciech Paweł;966;0.34;1.38;M;N
2005;1;1;SDPL;ZAKRZEWSKA Elżbieta;4447;1.57;47.67;K;N
2005;1;2;SDPL;CICHOŃ Wojciech Andrzej;969;0.34;10.39;M;N
2005;1;3;SDPL;KĘDZIA Cezary;835;0.29;8.95;M;N
2005;1;4;SDPL;KARAMON Artur Grzegorz;387;0.14;4.15;M;N
2005;1;5;SDPL;GUDZ Jarosław Marek;191;0.07;2.05;M;N
2005;1;6;SDPL;WYSPIAŃSKI Józef;369;0.13;3.96;M;N
2005;1;7;SDPL;KROCZAK Elżbieta;330;0.12;3.54;K;N
2005;1;8;SDPL;WĘGLARZ Elżbieta Monika;250;0.09;2.68;K;N
2005;1;9;SDPL;TABAKA Mikołaj;321;0.11;3.44;M;N
2005;1;10;SDPL;DASZKIEWICZ Ryszard;187;0.07;2.00;M;N
2005;1;11;SDPL;SADOWSKI Roman Edward;387;0.14;4.15;M;N
2005;1;12;SDPL;KUCHARZYSZYN Ryszard;113;0.04;1.21;M;N
2005;1;13;SDPL;JÓŹWIK Magdalena;543;0.19;5.82;K;N
2005;1;1;SLD;SZMAJDZIŃSKI Jerzy Andrzej;20741;7.32;47.97;M;T
2005;1;2;SLD;ZBRZYZNY Ryszard;9644;3.40;22.31;M;T
2005;1;3;SLD;SZEFFER Anna Teresa;1047;0.37;2.42;K;N
2005;1;4;SLD;PONIŹNIK Olgierd;3313;1.17;7.66;M;N
2005;1;5;SLD;KOWALSKA Bronisława;3832;1.35;8.86;K;N
2005;1;6;SLD;PIERZCHALSKI Henryk Piotr;779;0.28;1.80;M;N
2005;1;7;SLD;GIEBIEŃ Alfred Waldemar;172;0.06;0.40;M;N
2005;1;8;SLD;ZIELIŃSKI Marek;615;0.22;1.42;M;N
2005;1;9;SLD;OLCZYŃSKI Jerzy Andrzej;356;0.13;0.82;M;N
2005;1;10;SLD;PACZÓSKI Piotr Jerzy;268;0.09;0.62;M;N
2005;1;11;SLD;BUCKA Joanna;304;0.11;0.70;K;N
2005;1;12;SLD;MOSOŃ Zbigniew;409;0.14;0.95;M;N
2005;1;13;SLD;REDER-SADOWSKA Jadwiga;597;0.21;1.38;K;N
2005;1;14;SLD;POLAK-SZPICH Ewa;233;0.08;0.54;K;N
2005;1;15;SLD;JASIŃSKI Andrzej;234;0.08;0.54;M;N
2005;1;16;SLD;JABŁOŃSKI Maciej Tomasz;243;0.09;0.56;M;N
2005;1;17;SLD;DUDEK Mieczysław;448;0.16;1.04;M;N
2005;1;1;Samoobrona;LITWIN Czesław;9902;3.50;27.64;M;T
2005;1;2;Samoobrona;CIOSEK-ZADROGA Anna Małgorzata;3038;1.07;8.48;K;N
2005;1;3;Samoobrona;BOROWIK Ksawery;1264;0.45;3.53;M;N
2005;1;4;Samoobrona;WILL Andrzej Marian;1109;0.39;3.10;M;N
2005;1;5;Samoobrona;COSTA Hubert Ranjan;3521;1.24;9.83;M;T
2005;1;6;Samoobrona;BIDNYK Mikołaj Adam;1165;0.41;3.25;M;N
2005;1;7;Samoobrona;KOWALSKA Marianna Stefania;2345;0.83;6.55;K;N
2005;1;8;Samoobrona;KUCZYŃSKI Henryk;1307;0.46;3.65;M;N
2005;1;9;Samoobrona;KSIĄŻEK Roman;795;0.28;2.22;M;N
2005;1;10;Samoobrona;BRYŁKA Włodzimierz;389;0.14;1.09;M;N
2005;1;11;Samoobrona;PAWLAK Józef;2838;1.00;7.92;M;N
2005;1;12;Samoobrona;JĘDRASZKO Janusz;688;0.24;1.92;M;N
2005;1;13;Samoobrona;BĄK Stanisław Wacław;688;0.24;1.92;M;N
2005;1;14;Samoobrona;SZCZECH Kazimierz;1000;0.35;2.79;M;N
2005;1;15;Samoobrona;MALINIAK Roman;1217;0.43;3.40;M;N
2005;1;16;Samoobrona;MAJEWSKA Stefania;724;0.26;2.02;K;N
2005;1;17;Samoobrona;SKRZYPNIK Tadeusz;235;0.08;0.66;M;N
2005;1;18;Samoobrona;KULEWICZ Krzysztof;177;0.06;0.49;M;N
2005;1;19;Samoobrona;WINIARSKI Jan;387;0.14;1.08;M;N
2005;1;20;Samoobrona;ĆWIKOWSKI Józef;244;0.09;0.68;M;N
2005;1;21;Samoobrona;LAZARSKI Robert Jan;122;0.04;0.34;M;N
2005;1;22;Samoobrona;KAWECKA Marzanna;785;0.28;2.19;K;N
2005;1;23;Samoobrona;NOWAK Ryszard;1882;0.66;5.25;M;N
2005;2;1;DemokraciPL;NOWOTARSKI Bartłomiej Antoni;1138;0.71;41.98;M;N
2005;2;2;DemokraciPL;NAWROCKA Halina;586;0.37;21.62;K;N
2005;2;3;DemokraciPL;ZATOKA Barbara;158;0.10;5.83;K;N
2005;2;4;DemokraciPL;TRUSZKOWSKI Zygmunt Romuald;117;0.07;4.32;M;N
2005;2;5;DemokraciPL;WOJNICKA Katarzyna Maria;117;0.07;4.32;K;N
2005;2;6;DemokraciPL;ZAMIRSKI Adam;131;0.08;4.83;M;N
2005;2;7;DemokraciPL;TOKARCZYK Jolanta Lucyna;147;0.09;5.42;K;N
2005;2;8;DemokraciPL;BERNADOWSKA Marzena Justyna;104;0.06;3.84;K;N
2005;2;9;DemokraciPL;DZIK Elżbieta Małgorzata;153;0.10;5.64;K;N
2005;2;10;DemokraciPL;KOŁSUT Michał Mariusz;60;0.04;2.21;M;N
2005;2;1;JKM;ŁAMBUCKI Roman;912;0.57;35.01;M;N
2005;2;2;JKM;POKRYWKA Jan;468;0.29;17.97;M;N
2005;2;3;JKM;SZELEST Wiesław Antoni;331;0.21;12.71;M;N
2005;2;4;JKM;DITTMER Barbara;220;0.14;8.45;K;N
2005;2;5;JKM;TYMCIO Leszek;167;0.10;6.41;M;N
2005;2;6;JKM;PIWKOWSKI Jacek Kazimierz;156;0.10;5.99;M;N
2005;2;7;JKM;CICIAŁA Lech Józef;65;0.04;2.50;M;N
2005;2;8;JKM;CIEŚLIŃSKI Dariusz Władysław;66;0.04;2.53;M;N
2005;2;9;JKM;SKRZYPEK Marek;220;0.14;8.45;M;N
2005;2;1;KObywatelska;ŚWIĄTEK Józef Jan;143;0.09;34.96;M;N
2005;2;2;KObywatelska;SYNOŚ Renata Wioletta;38;0.02;9.29;K;N
2005;2;3;KObywatelska;ZIEMACKA Małgorzata Anna;61;0.04;14.91;K;N
2005;2;4;KObywatelska;KROTOSZ Iwona;23;0.01;5.62;K;N
2005;2;5;KObywatelska;PASZKOWSKI Bartosz;46;0.03;11.25;M;N
2005;2;6;KObywatelska;HAJDASZ Waldemar;13;0.01;3.18;M;N
2005;2;7;KObywatelska;KAUZA Danuta;39;0.02;9.54;K;N
2005;2;8;KObywatelska;SOŁTYSIAK Beata Agata;24;0.01;5.87;K;N
2005;2;9;KObywatelska;GRAD Artur Jan;22;0.01;5.38;M;N
2005;2;1;LPR;SULOWSKI Paweł Adam;4769;2.97;38.76;M;N
2005;2;2;LPR;ZANIN Paweł Jan;1169;0.73;9.50;M;N
2005;2;3;LPR;ŁOJOWSKI Grzegorz;880;0.55;7.15;M;N
2005;2;4;LPR;CZEKAŁA Marcin;439;0.27;3.57;M;N
2005;2;5;LPR;MOKRZYCKI Zbigniew;816;0.51;6.63;M;N
2005;2;6;LPR;ŁUSZCZYŃSKI Mieczysław;544;0.34;4.42;M;N
2005;2;7;LPR;FAJT Ryszard;226;0.14;1.84;M;N
2005;2;8;LPR;SYNOWSKI Jan Stanisław;414;0.26;3.37;M;N
2005;2;9;LPR;JANKOWICZ Bronisław Albert;325;0.20;2.64;M;N
2005;2;10;LPR;BARDZIŃSKI Lucjan;289;0.18;2.35;M;N
2005;2;11;LPR;BUSZMICZ Agnieszka Wioletta;386;0.24;3.14;K;N
2005;2;12;LPR;SŁOBODZIŃSKA Mariola;556;0.35;4.52;K;N
2005;2;13;LPR;KONARZEWSKA Dagmara Ilona;269;0.17;2.19;K;N
2005;2;14;LPR;KOPCIUCH Teresa;464;0.29;3.77;K;N
2005;2;15;LPR;STELMACH Zygmunt Maciej;422;0.26;3.43;M;N
2005;2;16;LPR;STUDNICKI Wiktor;335;0.21;2.72;M;N
2005;2;1;NOP;GASZYŃSKI Dawid Jakub;108;0.07;27.41;M;N
2005;2;2;NOP;JAŚKIEWICZ Artur;45;0.03;11.42;M;N
2005;2;3;NOP;SZCZERBA Jacek Stanisław;24;0.01;6.09;M;N
2005;2;4;NOP;NICPOŃ Paweł Marek;49;0.03;12.44;M;N
2005;2;5;NOP;KRÓL Grzegorz Piotr;33;0.02;8.38;M;N
2005;2;6;NOP;PADEREWSKA-DUDEK Małgorzata Cecylia;18;0.01;4.57;K;N
2005;2;7;NOP;PUPKA Sylwia Eliza;50;0.03;12.69;K;N
2005;2;8;NOP;KRÓL Andrzej Aleksander;23;0.01;5.84;M;N
2005;2;9;NOP;GRUNA Leon;44;0.03;11.17;M;N
2005;2;1;PO;CHLEBOWSKI Zbigniew;15169;9.46;36.98;M;T
2005;2;2;PO;MRZYGŁOCKA Izabela Katarzyna;3097;1.93;7.55;K;T
2005;2;3;PO;JURCEWICZ Stanisław;4000;2.49;9.75;M;N
2005;2;4;PO;SZULC Jakub Maciej;4869;3.04;11.87;M;T
2005;2;5;PO;LUBIENIECKI Wiktor Wincenty;1480;0.92;3.61;M;N
2005;2;6;PO;EWANGIELU Stefanos;1864;1.16;4.54;M;N
2005;2;7;PO;SYNOWSKA Alicja;1844;1.15;4.49;K;N
2005;2;8;PO;RZĄSOWSKI Marek;1186;0.74;2.89;M;N
2005;2;9;PO;KURZAWA Tomasz;1094;0.68;2.67;M;N
2005;2;10;PO;BODUCH Mirosława Maria;696;0.43;1.70;K;N
2005;2;11;PO;SENYK Tomasz Grzegorz;123;0.08;0.30;M;N
2005;2;12;PO;KULIŃSKI Andrzej Piotr;351;0.22;0.86;M;N
2005;2;13;PO;WOŹNIAKOWSKI Ireneusz Mirosław;263;0.16;0.64;M;N
2005;2;14;PO;PODJACKA Monika;1804;1.12;4.40;K;N
2005;2;15;PO;KROCZAK Paweł;574;0.36;1.40;M;N
2005;2;16;PO;ROSIEK Henryk;2610;1.63;6.36;M;N
